,Title,Generation
78,Apple is finally opening its first store in India next year,"['Apple is finally opening its first store in India next year, but it\'s a little too early to tell how it will fare in a country that has been slow to embrace the technology.\n\nThe company is opening its first store in Bangalore next year, but the company has already confirmed that it will not be launching in any other major cities across the country.\n\n""We are not planning to open any other retail stores in India. Our focus is on our existing retail stores, which are already on the ground and selling our products,"" a spokesperson for Apple told TechCrunch in an email.\n\nThe Bangalore store will be a direct competitor to the Apple store in Mumbai, which is the biggest in the country. The Bangalore store will be located in the same area as the Apple store in Mumbai.\n\nThe company has been investing heavily in India, investing in India\'s software and hardware startups, and it has also started to sell its hardware in India. Apple has a significant presence in India through its retail stores and its online store, but it\'s not the only company that has invested in India.\n\nOther companies like Samsung and Sony have also launched stores in India, but none have come close to Apple\'s success.\n\nApple\'s new Bangalore store is the first of its kind in India. The company has already opened its first store in the US, but it has also opened stores in China, Singapore, and Germany.\n\nApple has been slowly opening its retail stores in India, but the company has not been able to take on Amazon in terms of sales. The company sold 11 million iPhones in India in the first quarter of 2015, which was slightly higher than the number of iPhones sold in the entire world during the same period.\n\nIn India, Apple is competing with Amazon, which has a massive presence in the country. Amazon has been selling the iPhone 5s in India for about a month now, and the company has been selling the iPhone 5c in India since last year.\n\nAmazon has also been selling the iPhone 6s and iPhone 6s Plus in India, and the company has been offering a free two-year warranty for the devices.\n\nThe Apple store in Bangalore has been open for about a month now, and Apple has not yet announced its opening date. The company has not yet announced its store in Mumbai, which is located in the same area as the Apple store in Bangalore.\n\nThe new Apple store in Bangalore will be open for about a month. The company has not yet']"
79,How India's Silicon Valley is using tech to tackle traffic,"[""How India's Silicon Valley is using tech to tackle traffic\n\nIndia's tech giants are hoping to harness the power of smart cities to solve some of the country's most pressing problems.\n\nHow India's tech giants are using tech to tackle traffic\n\nNew Delhi, April 18: The world's largest democracy and the world's most populous country are fast becoming the tech capital of the world, with some of the world's most successful technology companies and startup hubs.\n\nNew Delhi, April 18: The world's largest democracy and the world's most populous country are fast becoming the tech capital of the world, with some of the world's most successful technology companies and startup hubs.\n\nHow India's tech giants are using tech to tackle traffic\n\nNew Delhi, April 18: The world's largest democracy and the world's most populous country are fast becoming the tech capital of the world, with some of the world's most successful technology companies and startup hubs.\n\nHow India's tech giants are using tech to tackle traffic\n\nNew Delhi, April 18: The world's largest democracy and the world's most populous country are fast becoming the tech capital of the world, with some of the world's most successful technology companies and startup hubs.\n\nHow India's tech giants are using tech to tackle traffic\n\nNew Delhi, April 18: The world's largest democracy and the world's most populous country are fast becoming the tech capital of the world, with some of the world's most successful technology companies and startup hubs.\n\nHow India's tech giants are using tech to tackle traffic\n\nNew Delhi, April 18: The world's largest democracy and the world's most populous country are fast becoming the tech capital of the world, with some of the world's most successful technology companies and startup hubs.\n\nHow India's tech giants are using tech to tackle traffic\n\nNew Delhi, April 18: The world's largest democracy and the world's most populous country are fast becoming the tech capital of the world, with some of the world's most successful technology companies and startup hubs.\n\nHow India's tech giants are using tech to tackle traffic\n\nNew Delhi, April 18: The world's largest democracy and the world's most populous country are fast becoming the tech capital of the world, with some of the world's most successful technology companies and startup hubs.\n\nHow India's tech giants are using tech to tackle traffic\n\nNew Delhi, April 18: The world's largest democracy and the world's most""]"
80,India has an increasingly global perspective on beauty -- but the patriarchy still looms large,"['India has an increasingly global perspective on beauty -- but the patriarchy still looms large.\n\nOne in five Indian women have had an arranged marriage and most have been married at a very young age, according to the UN Population Fund.\n\nThe phenomenon is one of the most prevalent in sub-Saharan Africa, South Asia and East Asia, but also in the Middle East, North America and Western Europe.\n\nMany women in India marry young because they have no choice.\n\n""There is an attitude of \'What\'s in it for me? I\'m marrying you for love, not for money\',"" says Jyoti Singh, who has been married to her husband for 25 years.\n\n""I love him, I want to marry him. But he is not a man. We have no choice. I have to be happy with him.""\n\nSingh and her husband were both educated, but her husband was only able to get a diploma in economics.\n\n""I don\'t know why he did not finish his studies,"" she says.\n\n""He was so happy. But he does not want to be a doctor. He is not a doctor, he is a farmer. He does not have a proper education.""\n\nIn the past, girls were forced to marry and marry young. But now, with the rise of the mobile phone, many are choosing to stay single.\n\n""We are not happy with the marriage, but we do not want to leave our children behind,"" says Prabhat, who has two children.\n\n""It is not just me. There are many women like me. We have no choice. We have to stay with our children.""\n\nThe trend is not confined to India.\n\nIn the Middle East, the number of marriages is rising, and women are increasingly choosing to remain single.\n\n""It is not only because of the pressure from the family,"" says Dr Samer Nassar, who is studying at the University of Michigan in the US.\n\n""It is because of the pressures of the mobile phone and the internet. It is a very powerful tool.""\n\nThe majority of marriages in the Middle East are arranged.\n\nAnd in the past, women had to sacrifice their own interests to stay married.\n\n""The expectation of marriage is to give birth, provide and care for the family,"" says Dr Nassar.\n\n""You cannot keep your own family happy if you have to be a wife.""\n\nThe Middle East is']"
81,Fact check: Donald Trump made 115 false claims in the last two weeks of February,"['Fact check: Donald Trump made 115 false claims in the last two weeks of February. Here\'s the full list. (Sarah Parnass/The Washington Post)\n\nWith the first presidential debate less than a week away, here\'s a roundup of the most commonly held Trump myths and facts.\n\n""I didn\'t lose the popular vote. I won the electoral college.""\n\nTrump has repeatedly claimed that the election is ""rigged"" against him, and he\'s repeatedly said he would have won the popular vote if it weren\'t for millions of people who voted illegally. He has also said he would have won the popular vote if it weren\'t for millions of people who voted illegally.\n\nThis claim has been debunked by numerous fact checkers, including Politifact and the Washington Post Fact Checker.\n\n""I was given a mandate by the people. I was not given a mandate by the people. I won the Electoral College in a landslide. … I won the popular vote if you deduct the millions of people that voted illegally.""\n\nTrump is right that the Electoral College, which is made up of states, does have a system of ""electoral college votes."" But that system was established by the Founding Fathers, not by the nation\'s founding fathers, and it\'s not clear whether the Founding Fathers would have supported a system that would have given Trump the presidency.\n\nThe Constitution provides that ""the House of Representatives shall be composed of Members chosen every second Year by the People of the several States, and the Electors in each State shall have the Qualifications requisite for Electors of the most numerous Branch of the State Legislature.""\n\nIn other words, the Electoral College was created to ensure that the House of Representatives would be composed of representatives of the states. The Constitution does not say whether the electors would have been chosen by popular vote or by the states.\n\n""If I win, I am going to instruct my attorney general to get a special prosecutor to look into your situation. Because there has never been so many lies, so much deception. There has never been anything like it, and we\'re going to have a special prosecutor.""\n\nThere is no evidence of any wrongdoing by Trump or his campaign. In fact, Trump has repeatedly pointed to the investigations into Russian interference in the election and possible collusion between his campaign and the Russian government as evidence that the entire election process is illegitimate.\n\n""I was elected by the people. I won the election by a landslide. … I won the Electoral College in a']"
82,"India identifies 29 coronavirus cases as global infections top 95,000","['India identifies 29 coronavirus cases as global infections top 95,000\n\n(07/19/2013) A total of 29 new cases of coronavirus (CVC) were reported globally during the week ending June 10, 2013, according to the latest data from the World Health Organization (WHO).\n\nNew cases of coronavirus confirmed in Pakistan, China, Nigeria\n\n(06/30/2013) The WHO reported a total of six cases of CVC in Pakistan, China, Nigeria, and India.\n\nNew cases of coronavirus reported in Pakistan, China, Nigeria, and India\n\n(06/23/2013) The WHO reported that a total of six cases of coronavirus were reported in Pakistan, China, Nigeria, and India during the week ending June 10, 2013.\n\nNew cases of coronavirus reported in India, Pakistan, China\n\n(06/21/2013) The WHO reported that a total of six cases of coronavirus were reported in India, Pakistan, China, and the Philippines during the week ending June 10, 2013.\n\nNew cases of coronavirus reported in India, Pakistan, China, and Philippines\n\n(06/21/2013) The WHO reported that a total of six cases of coronavirus were reported in India, Pakistan, China, and the Philippines during the week ending June 10, 2013.\n\nNew cases of coronavirus reported in India, Pakistan, China, and Philippines\n\n(06/17/2013) The WHO reported that a total of six cases of coronavirus were reported in India, Pakistan, China, and the Philippines during the week ending June 10, 2013.\n\nNew cases of coronavirus reported in India, Pakistan, China, and Philippines\n\n(06/17/2013) The WHO reported that a total of six cases of coronavirus were reported in India, Pakistan, China, and the Philippines during the week ending June 10, 2013.\n\nNew cases of coronavirus reported in India, Pakistan, China, and Philippines\n\n(06/16/2013) The WHO reported that a total of six cases of coronavirus were reported in India, Pakistan, China, and the Philippines during the week ending June 10, 2013.\n\nNew cases of coronavirus reported in Pakistan, China, Nigeria, and India\n\n(06/16/2013) The WHO reported that a total of six cases of coronavirus were reported in Pakistan,']"
83,Trump stumbles in first efforts to control virus response as fear spreads and markets fall,"['Trump stumbles in first efforts to control virus response as fear spreads and markets fall\n\nChina\'s defence ministry said it had dispatched a destroyer to the South China Sea to help with the search for the missing Malaysia Airlines flight.\n\nThe ministry said the destroyer ""will continue to patrol the area and will take necessary measures to ensure the safety of the Chinese side and of the international community"".\n\nMalaysia Airlines flight MH370 disappeared on 8 March with 239 people on board.\n\nOn Saturday, the aircraft was last tracked in the South China Sea by satellite, a day after the plane vanished.\n\nThe last satellite contact with the plane was on Saturday at 3.05am, the last satellite contact was at 3.19am and the last radar contact was at 3.23am.\n\nThe search area has been expanded from about 12,000 square kilometres to 22,000 square kilometres.\n\nChina has sent ships and aircraft to the area.\n\n\'Huge task\'\n\nChina\'s foreign ministry said on Saturday that Beijing and Kuala Lumpur had agreed to ""speed up"" the search for the missing plane.\n\n""China will continue to speed up the search for the missing Malaysia Airlines plane, and will make the best efforts to find the plane,"" spokesman Geng Shuang told reporters.\n\nMedia playback is unsupported on your device Media caption The BBC\'s Hugh Schofield reports from Beijing on the search\n\nThe search area has been widened to cover a much larger area than initially thought, with Malaysian authorities saying the search area had expanded by 10,000 square kilometres (5,500 square miles).\n\nImage copyright Reuters Image caption Air traffic controllers are being instructed to avoid areas where planes are believed to have gone missing\n\nImage copyright EPA Image caption Authorities have asked airlines to maintain their regular flight schedules\n\nImage copyright AFP Image caption The search area has been expanded from 12,000 square kilometres to 22,000 square kilometres\n\nImage copyright Reuters Image caption Malaysia\'s transport minister said the search would continue until the plane was located\n\nImage copyright Reuters Image caption The search area has been widened from 12,000 square kilometres to 22,000 square kilometres\n\nThe search has been led by a Chinese-led team of investigators and investigators from Australia and the US.\n\nBut the search is being criticised by some experts for being too slow and for not taking into account the possibility of a mechanical failure.\n\nOn Friday, Malaysia said it had sent a satellite with data to the US-led search team']"
84,Trump puts Pence in charge of US coronavirus response,"['Trump puts Pence in charge of US coronavirus response, says it\'s a \'horrific\' situation\n\nIn a statement, the White House said Trump has ""authorized the Department of Health and Human Services (HHS) to provide additional resources for the response and recovery efforts, including: increased staff to staff state and local health departments; increased resources to coordinate federal efforts with states and localities; and additional CDC staff to help with the response.""\n\nThe statement added that ""in light of the latest outbreak of West Nile virus in the US, the president has directed that the CDC will coordinate with state and local health officials to identify additional resources to help control the spread of the disease.""\n\nTrump has also asked the Centers for Disease Control and Prevention (CDC) to help expand its efforts to monitor and respond to the outbreak, according to the statement.\n\nThe first case in the US was reported in the state of Mississippi on Monday, but the first case in the country was diagnosed in Texas on Wednesday.\n\nOfficials in the US have so far confirmed 15 cases of the disease.\n\nThe first confirmed case in the US was reported in the state of Mississippi on Monday, but the first case in the country was diagnosed in Texas on Wednesday.\n\nOn Thursday, the CDC confirmed the first case of the disease in the US. The agency says it is treating the patient, who is being treated at a Dallas hospital.\n\nThe first confirmed case of West Nile virus was confirmed in the US on Wednesday, with the first case in the country being diagnosed in Texas on Wednesday.\n\nOn Thursday, the CDC confirmed the first case of West Nile virus in the US. The agency says it is treating the patient, who is being treated at a Dallas hospital.\n\nThe first confirmed case of West Nile virus was confirmed in the US on Wednesday, with the first case in the country being diagnosed in Texas on Wednesday.\n\nThe first confirmed case of West Nile virus was confirmed in the US on Wednesday, with the first case in the country being diagnosed in Texas on Wednesday.\n\nThe first confirmed case of West Nile virus was confirmed in the US on Wednesday, with the first case in the country being diagnosed in Texas on Wednesday.\n\nThe first confirmed case of West Nile virus was confirmed in the US on Wednesday, with the first case in the country being diagnosed in Texas on Wednesday.\n\nThe first confirmed case of West Nile virus was confirmed in the US on Wednesday, with the first case']"
85,'They brought batons inside the mosque': Victims recount Delhi's worst sectarian violence in decades,"['\'They brought batons inside the mosque\': Victims recount Delhi\'s worst sectarian violence in decades\n\n(CNN) A day after the deadly attack on a Shia mosque in India\'s capital, some victims are still struggling to come to terms with the violence.\n\nOne woman, who was with her son and daughter in the mosque, said she was injured when a man with a machete attacked them, calling them ""infidels.""\n\n""I was with my family and we were sitting in the prayer room,"" she said. ""Someone came in and started to attack us. I was sitting on the floor. A man came in and started to attack me with a machete. He said, \'You are infidels. You are not Muslims.\' I ran to my daughter, my son and my daughter\'s friend and started shouting, \'I am Muslim.\' ""\n\nRead More<|endoftext|>With the release of the Android 4.2.2 KitKat update for the LG G2 earlier today, there has been a lot of confusion on whether or not the LG G2 will receive the update to Android 4.3. LG has not yet officially confirmed the update to be coming to the G2, but it has been confirmed that the update will be coming. We are expecting the update to arrive in the next few days and will be bringing you the latest news as it becomes available.\n\nAs of right now, the LG G2 is only getting the Android 4.2.2 KitKat update for its stock firmware. As of right now, it seems that the update will not be rolling out to the LG G2 on Verizon.\n\nThe update is said to be rolling out to the G2 on AT&T and Sprint. There is also a possible update to LG\'s ""Kernel"" for the G2, which will allow the device to run a custom kernel. The update is expected to arrive soon on the G2\'s European variants, but it is not known if it will be rolling out to the G2 on the US variants.\n\nThere has been no official word on when the update will be rolling out to the LG G2, but we are expecting it to arrive in the next few days. We will be bringing you more updates on the LG G2 as they become available.\n\nSource: Android Central<|endoftext|>The amount of electricity used in a given year varies considerably between different parts of the world. The amount of electricity used in the United States is a relatively low 1.6 TWh. In']"
86,Big Tech's honeymoon with the world's second-largest internet market is ending,"['Big Tech\'s honeymoon with the world\'s second-largest internet market is ending.\n\nThe $44 billion telecom company said Wednesday it will not be acquiring rival T-Mobile US, one of the world\'s largest mobile networks, in a deal that would have given it control of one of the world\'s most valuable, and fastest growing, markets.\n\nInstead, the two companies will merge into a new company, called T-Mobile One, that will offer a more limited offering of mobile service. The company said it will continue to operate as a separate company, and will continue to operate its own retail stores, retail stores and mobile service.\n\nT-Mobile CEO John Legere said in a statement that the company will be making changes to the way it operates to keep up with new technology and new competitors.\n\n""In an evolving digital world, we must adapt to meet the changing needs of consumers and compete with those that provide superior service and value,"" Legere said. ""We will continue to innovate to stay one step ahead of the competition and remain a leader in mobile and broadband service.""\n\nThe company said it will also be making changes to its mobile service offerings, including offering customers more information about its plans.\n\nThe deal is a dramatic shift for T-Mobile, which had been considering a deal with T-Mobile US for years. The two companies have been struggling with competition from Verizon Wireless, AT&T and Sprint, which are also competing with each other.\n\nThe deal comes as T-Mobile is trying to stay one step ahead of rivals such as AT&T and Verizon Wireless. The company said Wednesday it will be adding more than 2 million wireless customers in the coming months, and is on track to add 100,000 new customers by the end of this year.\n\nBut the company is struggling to compete with the larger carriers. Verizon Wireless has more than 30 million customers and AT&T has more than 25 million.\n\nThe deal comes as T-Mobile is trying to stay one step ahead of rivals such as Verizon Wireless, AT&T and Sprint, which are also competing with each other. Verizon Wireless has more than 30 million customers and AT&T has more than 25 million.\n\nT-Mobile US is the largest wireless carrier in the United States, and has about 16 million customers.\n\nThe deal was announced at a news conference at T-Mobile\'s headquarters in Midtown Manhattan.\n\nLegere said the company will continue to operate as a separate company']"
87,"24 dead, at least 188 injured in New Delhi clashes amid Trump's visit","['24 dead, at least 188 injured in New Delhi clashes amid Trump\'s visit\n\nThe clashes broke out when the police deployed a large number of people to disperse a demonstration by a group of youth who had gathered near the US Embassy, said a police official.\n\nThe US Embassy issued a statement on Saturday evening saying it was ""deeply saddened"" by the events.\n\n""We condemn the violence and intimidation that have taken place in Delhi,"" it said. ""We are deeply saddened by the death of a young American woman. Our thoughts and prayers are with her family and friends.""\n\nThe US has been accused of playing down the violence in Delhi, and Washington has condemned the ""violence and intimidation"" in Delhi\n\nThe US Embassy in India said it was ""deeply saddened"" by the death of a young American woman.\n\n""We condemn the violence and intimidation that have taken place in Delhi,"" it said in a statement. ""We are deeply saddened by the death of a young American woman.""\n\nPolice have said they were investigating reports of a US citizen being killed in the clashes.\n\nThe death of the woman has sparked outrage in India and in the US, with many Indians accusing the US of ""hypocritical"" response.\n\n""Our heart is broken. We are deeply saddened by the death of a young American woman in the Indian capital,"" said US President Donald Trump in a statement.\n\n""We send our deepest condolences to the family and friends of the young woman. We stand with India in condemning this unprovoked attack. We will continue to stand with India as it continues to lead the way in addressing the threats to its security.""\n\nIndia\'s prime minister, Narendra Modi, said the US had ""ignored"" the ""indiscriminate violence"" against demonstrators.\n\n""It is not acceptable,"" Modi said, according to Reuters news agency. ""India stands with the Indian government in condemning this unprovoked attack.""\n\nImage copyright EPA Image caption Police used tear gas to disperse protesters\n\nThe US Embassy in India said the violence was a ""direct result of the presence of large numbers of foreign nationals"" in the city.\n\n""We are deeply saddened by the loss of life and the injuries sustained by Indian citizens in the recent events in Delhi. We are deeply saddened by the violence and intimidation that have taken place in Delhi.\n\n""We are deeply concerned by reports that a US citizen was killed in the violence and are working to confirm the circumstances of the']"
88,Holi celebrated with face masks and color explosions amid coronavirus fears,"['Holi celebrated with face masks and color explosions amid coronavirus fears\n\nThe four women were taken to the hospital for treatment.\n\nThe death toll from the outbreak of the deadly disease has risen to at least 49, with more than 700 people infected.\n\nThe virus, which is transmitted through the air or via direct contact with bodily fluids, has been described as ""unprecedented"".\n\nHealth officials have warned of a rise in cases among people who had been exposed to people who had been infected.\n\nThe World Health Organization said it had confirmed a case of Ebola in Guinea, but the WHO said it could not confirm the source of the infection.\n\nIn the US, two people have been admitted to hospitals with symptoms of the disease, the Centers for Disease Control and Prevention said.\n\nThe first case was identified on Friday, the CDC said, and the second was diagnosed on Saturday.\n\nThe virus was first reported in 1976 in the Democratic Republic of Congo, but it is not known to have spread to other countries.\n\nThe first case was confirmed on Sunday in the village of Kambia in the northwest of the country, the CDC said.\n\nThe virus is spread through direct contact with bodily fluids from an infected person.\n\nAn infected person may have symptoms such as fever, diarrhoea, vomiting and bleeding, but is not contagious.\n\nThe virus is not known to be transmitted through blood or other bodily fluids.\n\nEbola is a rare but serious disease that can cause a deadly hemorrhagic fever.\n\nIt is spread by direct contact with an infected person\'s blood or other bodily fluids.\n\nThe virus can be fatal in up to 90% of cases.\n\nThe first recorded case in the US was in an American missionary in Liberia in March, according to the CDC.\n\nThe first case in the US was reported in a Texas health care worker, who died in Dallas on Thursday.\n\nThe World Health Organisation has said it is trying to trace the number of people who have been exposed to people who had been infected with the virus.<|endoftext|>CLOSE A 17-year-old boy was killed in a hit-and-run accident in North Little Rock on Sunday, April 12, 2017. Wochit\n\nA woman and her son were killed in a hit-and-run accident in North Little Rock on Sunday, April 12, 2017. (Photo: Bruce D. Johnson/The Daily Times)\n\nNorth Little Rock police']"
89,All aboard India's joyful 'toy train',"['All aboard India\'s joyful \'toy train\' as it rolled to Mumbai from Delhi\n\nA view of the \'toy train\' in Mumbai\n\nIndia\'s first \'toy train\' rolled out from Delhi on Thursday, bringing the nation\'s children closer to their favourite toys.\n\nThe ""India"" train, which is fitted with a radio and television, is being rolled out on a new route to Mumbai, the capital of the Indian state of Maharashtra.\n\nThe train is being rolled out from Delhi and will stop in the city\'s suburban railway stations and in the city\'s historic Old City before heading for Mumbai.\n\nIndia\'s first \'toy train\' rolls out from Delhi\n\nThe train has been designed to promote the country\'s heritage and heritage sites and was developed by India\'s largest private train manufacturer, National Highways Authority of India (NHAI).\n\nThe first \'toy train\' was unveiled by Prime Minister Narendra Modi on October 18, 2016, in New Delhi.\n\nThe train is a \'grand adventure\'\n\nThe train has been designed to promote India\'s heritage and heritage sites and was developed by India\'s largest private train manufacturer, National Highways Authority of India (NHAI).\n\nThe train has been designed to promote India\'s heritage and heritage sites and was developed by India\'s largest private train manufacturer, National Highways Authority of India (NHAI).\n\nThe train has been designed to promote India\'s heritage and heritage sites and was developed by India\'s largest private train manufacturer, National Highways Authority of India (NHAI).\n\nThe train has been designed to promote India\'s heritage and heritage sites and was developed by India\'s largest private train manufacturer, National Highways Authority of India (NHAI).\n\nThe train has been designed to promote India\'s heritage and heritage sites and was developed by India\'s largest private train manufacturer, National Highways Authority of India (NHAI).\n\nThe train has been designed to promote India\'s heritage and heritage sites and was developed by India\'s largest private train manufacturer, National Highways Authority of India (NHAI).\n\nThe train has been designed to promote India\'s heritage and heritage sites and was developed by India\'s largest private train manufacturer, National Highways Authority of India (NHAI).\n\nThe train has been designed to promote India\'s heritage and heritage sites and was developed by India\'s largest private train manufacturer, National Highways Authority of India (NHA']"
91,Indian MP: Our nation's glorious tradition of religious tolerance is being shredded,"[""Indian MP: Our nation's glorious tradition of religious tolerance is being shredded by the divisive politics of the BJP.\n\nThe BJP's divisive politics has become the new normal in the country. It is a fear-mongering campaign that is designed to divide and alienate the entire nation. The BJP is not a party of one community or one religion. It is a party of the majority, of all communities, of all religions, of all political parties. The BJP has been hijacked by a fringe group of its own, and the fringe group is attempting to destroy the very fabric of the nation.\n\nThe BJP's divisive politics is a threat to India's unity. The BJP's divisive politics is a threat to the unity of the nation. The BJP's divisive politics is a threat to the unity of the nation. The BJP's divisive politics is a threat to the unity of the nation.\n\nWhy is the BJP dividing India?\n\nThe BJP's divisive politics has become the new normal in the country. It is a fear-mongering campaign that is designed to divide and alienate the entire nation. The BJP is not a party of one community or one religion. It is a party of the majority, of all communities, of all religions, of all political parties. The BJP has been hijacked by a fringe group of its own, and the fringe group is attempting to destroy the very fabric of the nation.\n\nThe BJP's divisive politics is a threat to India's unity. The BJP's divisive politics is a threat to the unity of the nation. The BJP's divisive politics is a threat to the unity of the nation.\n\nWhy is the BJP dividing India?\n\nThe BJP's divisive politics has become the new normal in the country. It is a fear-mongering campaign that is designed to divide and alienate the entire nation. The BJP is not a party of one community or one religion. It is a party of the majority, of all communities, of all religions, of all political parties. The BJP has been hijacked by a fringe group of its own, and the fringe group is attempting to destroy the very fabric of the nation.\n\nThe BJP's divisive politics is a threat to India's unity. The BJP's divisive politics is a threat to the unity of the nation. The BJP's divisive politics is a threat to the unity of the nation. The BJP's divisive politics is a threat to the unity of the nation.\n\nWhy is the BJP dividing India?\n\nThe BJP's divisive""]"
92,Why India's citizenship law crosses the line,"['Why India\'s citizenship law crosses the line into what is regarded as discriminatory,"" the judges said.\n\n""It also violates the right to life, liberty and security of the person.""\n\nThe judges also questioned the constitutionality of the law as it ""requires the registrar to verify the citizenship status of a person in the presence of other persons"".\n\nThe court also said the government had not shown that the law is necessary in the current circumstances.\n\n""The exercise of the power in the present circumstances cannot be said to be justified by any national interest,"" the judges said.\n\nThe judges also said that the law had been passed by parliament and was therefore not unconstitutional.\n\n""The government has failed to demonstrate that the Act is necessary for the purposes of safeguarding national security, preventing terrorism or protecting the integrity of India or for any other reason,"" they said.\n\nThe government had argued that the law was necessary to safeguard national security.\n\nThe court, however, said that the government had not shown that the law was needed.\n\n""The government has not shown that the Act is necessary in the present circumstances,"" the court said.\n\nThe judges said the Act was ""unconstitutionally vague"" and ""inapplicable to the present circumstances"".\n\nThe judges also said that the government had failed to show that the Act was necessary for the purpose of preventing or preventing terrorism or for any other reason.\n\nThe court said the government had not shown that the Act was needed to protect the integrity of India.\n\nThe judges also said the government had failed to show that the Act was necessary for the purpose of preventing or preventing terrorism or for any other reason.\n\nThe court said the Act was ""unconstitutional and unenforceable"" because it did not provide a right to citizenship by the state.\n\n""The Act is unconstitutional and unenforceable because it does not provide a right to citizenship by the state,"" the court said.\n\nThe judges said the Act was unconstitutional because it did not provide a right to citizenship by the state and did not provide for a mechanism to ensure that the state\'s citizens are not deprived of their citizenship.\n\nThe judges also said that the Act was unconstitutional because it did not provide for a mechanism to ensure that the state\'s citizens are not deprived of their citizenship.\n\nThe judges said the Act was unconstitutional because it did not provide for a mechanism to ensure that the state\'s citizens are not']"
93,India: The world leader in Internet shutdowns,"['India: The world leader in Internet shutdowns, India has seen the number of Internet shutdowns rise from 45 in 2007 to 84 in 2012.\n\nThe country has seen more than 7,000 shutdowns since 2010, and a total of about 7,000 Internet shutdowns in the last few years.\n\n""While India\'s Internet shutdowns are on the rise, the country\'s overall Internet penetration is also increasing. In the 2012 Internet usage report, the government stated that Internet penetration in India was at 74.6 percent,"" the report said.\n\nThe number of shutdowns has also increased from the previous year. The number of shutdowns in 2012 was higher than the number of shutdowns in 2011, which stood at 64.\n\n""Internet shutdowns have been increasing in India in the last few years. Internet shutdowns are not only caused by user-generated content, but also include the government\'s own blocking of websites, as well as user-generated content, that are used by government employees,"" the report said.\n\nThe Internet shutdowns have been happening in a big way in the country. In 2011, India was ranked number one in the world in terms of Internet shutdowns, with more than 7,000 shutdowns. In 2012, India was ranked number one in the world in terms of Internet shutdowns, with more than 7,000 shutdowns.\n\nHowever, in the 2012 Internet usage report, the government stated that the number of Internet shutdowns was down in the country.\n\n""The number of Internet shutdowns has been decreasing in India. In 2011, India saw the number of shutdowns increase by 30 percent to 7,100. In 2012, the number of shutdowns decreased by 16 percent to 7,100,"" the report said.\n\nThe report also noted that the number of Internet shutdowns is not only being caused by user-generated content, but also by government employees.\n\n""In 2012, the government reported that it had blocked a total of 6,000 websites and had blocked 6,000 user-generated content websites. The government also stated that it had blocked 5,000 user-generated content websites that were used by government employees,"" the report said.\n\nThe report also noted that the government shutdowns were not limited to the country. In 2012, the government shutdowns were also observed in Bangladesh, the United States, the Philippines, the United Kingdom, New Zealand, China, and India.<|endoftext|>The St. Louis Cardinals won']"
94,No one can protect these Syrian kids from the bombs. This group is at least trying to give them the skills to cope,"['No one can protect these Syrian kids from the bombs. This group is at least trying to give them the skills to cope with the bombs.""\n\nIn a statement, the British Foreign Office said it was ""deeply concerned"" by the allegations, adding: ""We call on the Syrian government to investigate these claims and prosecute those responsible for using chemical weapons.""\n\nIn the aftermath of the attack, the UN Security Council unanimously adopted a resolution that condemned the attack and called on all parties to ""immediately"" ""to allow immediate access to the area to investigate the circumstances of this attack and to take all necessary measures to ensure the safety and protection of all those who were injured or killed"".\n\nThe United States and Russia have also called for an investigation into the incident.\n\nThe US secretary of state, John Kerry, said that the US had ""strong evidence"" that the Syrian government had used chemical weapons, while the Russian foreign ministry said the alleged use of chemical weapons was ""incompatible with international law and a threat to international peace and security"".\n\nThe Syrian government has denied using chemical weapons and has accused the rebels of using them.\n\nThe attack on the village of Khan Sheikhoun in Idlib province, where hundreds of people were killed on Wednesday, was the deadliest attack in the country\'s six-year civil war.\n\nThe Syrian army said the attack had been carried out by rebels who were using chemical weapons, while the rebels said the attack had been carried out by government forces.\n\nThe Syrian Observatory for Human Rights, which monitors the conflict, reported that at least 83 people had been killed in Khan Sheikhoun, including 21 children and 10 women.\n\nThe UK-based monitor said the victims were among the first to be treated for exposure to toxic chemicals after the attack.\n\nMedia playback is unsupported on your device Media caption Witnesses report a ""pungent"" smell in Khan Sheikhoun\n\nThe Syrian government has been accused of using chemical weapons in the past, including on rebel-held areas in the north of the country, and has repeatedly denied using chemical weapons in the country\'s civil war.\n\nAnalysis: David Stern, BBC News, London\n\nThe accusations against the Syrian government are the latest in a series of US accusations of chemical weapons use by Syrian government forces.\n\nThe Syrian government has denied using chemical weapons, and the US has long accused the Syrian government of using chemical weapons.\n\nHowever, the US is unlikely to confirm the report as it has not yet received any evidence that the Syrian government used chemical weapons.\n\n']"
