,Generation,label
10,"putin and xi are using the coronavirus crisis to extend their control. across the world, trump is struggling to keep up. putin's paranoia over the contagion of ebola is a common theme. as his recent visit to washington shows, he's playing a dangerous game. here's what putin wants putin wants to use ebola as a pretext for imposing further russian sanctions on the west. ebola is a disease that has no vaccine or cure. it's spread by contact with bodily fluids of an infected person. ""in general, the more contaminated the situation, the more virulent the infection,"" says prof. zbigniew brzezinski, a russian expert at the center for strategic and international studies. ""if a large number of people in an area are infected, the outbreak can spread to other areas. so, the more people are infected, the more virulent the infection."" in russia, the disease is particularly dangerous for health workers, because they are not immune to it. ""the virus is very contagious, so if a person is infected and they are working in an ebola treatment center, the virus can spread to other people in the treatment center, to the general population,"" says brzezinski. ""the worst-case scenario is that the virus will spread to the general population and the people infected will be killed, but the worst-case scenario is that the virus will spread to the general population and the people infected will not be killed."" putin wants to use ebola to keep the west from imposing sanctions on russia. if the west imposes sanctions on russia, he thinks putin will retaliate by sending more troops to ukraine. ""the only way to stop the spread of ebola is to stop the spread of sanctions,"" says brzezinski. the west has been on a punishing sanctions campaign against russia. us president barack obama imposed sanctions on more than a dozen russian officials in retaliation for russia's annexation of crimea in march 2014 and its support for separatists in eastern ukraine. the sanctions are aimed at cutting off the russian economy from the rest of the world. ""the sanctions are targeting the russian economy, and they are meant to cut off the russian economy from the rest of the world,"" says brzezinski. ""the sanctions are meant to stop the spread of the virus."" putin wants to use ebola as a pretext for further russian sanctions on the west. brzezinski says the sanctions are a ""strategic mistake"" because",gpt2
11,how this south korean company created coronavirus test kits in three weeks samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government and the fda on its vaccine samsung: samsung is 'working closely' with the u.s. government,gpt2
12,the 30 most troubling lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference on coronavirus the 15 most disturbing lines from donald trump's latest news conference,gpt2
13,"coronavirus could hurt boeing more than the 737 max crisis, but it's also more likely to hurt boeing than the x-37b. boeing's super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine. the super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine. the super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine. the super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine. the super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine. the super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine. the super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine. the super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine. the super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine. the super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine. the super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine. the super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine. the super hornet was the first aircraft to fly with an additional engine. the super hornet is now the only u.s. fighter jet to have a second engine",gpt2
14,"hong kong protests: how unrest criminalized a generation the protests started when police in riot gear violently dispersed a peaceful sit-in in admiralty on november 20, which was later broken up by police. the next day, more than a thousand people gathered in mong kok to protest the police's use of force. the hong kong government has been under pressure from pro-democracy activists to grant full democracy to the former british colony, and to scrap the china-hong kong special administrative region (hksar) special administrative region (sar) of the former british colony. in the wake of the protests, hong kong's government has said it will allow the sar to continue to operate as a separate legal entity. in response to the ongoing protests, hong kong's chief executive leung chun-ying said on monday that hong kong would hold a public consultation on the issue of the sar on wednesday. ""we want to hear from the public what they think about the sar and what kind of change they want to see in hong kong,"" leung said in a statement. ""we will also hold a public consultation on the future of the sar, including the future of the special administrative region, in the coming days."" hong kong's public consultation will be held from 8 a.m. to 11 a.m. on wednesday at the hong kong university of science and technology, the city's public consultation office said. protesters are demanding that the government hold a full public consultation and give them a say on the future of the sar and hong kong's future. ""i will not allow the government to give up its power to maintain the status quo,"" said protester michael wong. ""i am not a pro-beijing activist. i am an ordinary hongkonger who has been suffering from the economic crisis for too long. i want to be treated like a normal person. i will not let the government take away my rights."" protesters also called on the government to release the names of police officers involved in the use of force against them. ""the hong kong government should release the names of police officers who used excessive force against the protesters,"" protester elizabeth yip said. ""it should also release the names of the officers who deliberately injured and arrested people. they should also release the names of the officers who used excessive force against the protesters."" the hong kong government has said that it will not give",gpt2
15,"christmas in hong kong marked by demonstrations and tear gas demonstrators in hong kong took to the streets to celebrate the christmas holiday, with hundreds of protesters taking to the streets of the financial hub. some protesters in hong kong carried a large christmas tree and others lit candles in a display of festive spirit. the demonstrations, organised by the occupy central movement, began on wednesday after the city's government announced a relaxation of its eight-year-old ""one country, two systems"" policy. ""we are not against the government. we are not against the government. we are just against the policy of one country, two systems,"" occupy central leader joshua wong told reporters. ""hong kong has always been part of china, but this policy is not right. we are against this policy. we are not against the government. we are just against the policy of one country, two systems."" hong kong was handed back to china in 1997 under a ""one country, two systems"" policy that guaranteed hong kong's freedoms, but also allowed it to have a high degree of autonomy. china has been in control of hong kong since 1997 and the city has been under mainland control since the handover. the demonstrations are part of a wider campaign to force the government to end a series of political reforms, including the introduction of universal suffrage for the first time. the protests were the biggest in hong kong since the handover in 1997 and the biggest in the territory since the handover in 1997. the city has been rocked by violent protests over the last year. on december 1, masked demonstrators clashed with police in the streets of hong kong's financial district, causing dozens of injuries and five police officers to be hurt. protests have also been held in other chinese cities, including tianjin and shenzhen. china's authorities have banned protests in hong kong since the handover. | | close a new study finds that the pace of climate change is accelerating. usa today the franklin county board of commissioners in ohio, the state's largest county, voted to eliminate a program that provides water to farmers and homeowners. (photo: michael clevenger, usa today) columbus — the ohio state senate has voted to eliminate a program that provides water to farmers and homeowners. the bill, which passed the ohio house on thursday, would eliminate the community water assistance program, which helps low-income farmers and homeowners pay for water",gpt2
16,"new arts district aims to brighten chennai community's dark reputation a new arts district in the heart of chennai has been announced. the project aims to brighten the dark reputation of the city's residents and bring them out of their dark and dreary existence. the development, which will be called the 'bharathi arts and culture centre', will be located in the heart of the city, in the area of the old railway station. the centre will be divided into two parts, one for the arts and the other for the cultural and educational activities. it will also provide facilities for teaching arts and cultural activities, as well as facilities for cultural events and performances. the first phase of the project will be launched on friday, and the second phase will be launched on saturday. the project was launched by the municipal corporation of chennai, under the guidance of the arts and culture minister a p j kurien, in his capacity as the centre for cultural affairs of the city. ""the city's reputation has been tarnished due to the dark and dreary condition of its residents. the bharathi arts and culture centre will bring the light and uplift the lives of its residents, who are largely confined to the dark and dreary conditions of their homes,"" said kurien in a press release. the project will also focus on the arts, humanities, sports and other cultural activities. the centre will be located at the heart of the city, near the old railway station. ""we have designed this centre so that it will be a place for the arts, culture and the educational activities. we want to open it up to the public, so that they can experience the life of an artist and the culture of a city,"" said kurien. the centre will be designed as a multi-purpose facility that will offer facilities for arts, culture and the educational activities, besides facilities for the activities of the arts and culture, the press release said. the centre will also provide facilities for the teaching of arts and cultural activities, as well as facilities for the cultural and educational activities. the centre will have a number of activities, including a theatre, a concert hall, an art gallery, a cinema and a food court. the centre will be located at the heart of the city, near the old railway station. the centre will also provide facilities for the teaching of arts and cultural activities, as well as facilities for the cultural and",gpt2
17,"from east paris to world fame -- how imagination and travel fueled christian louboutin's success. ""in the 1920s, louboutin was already famous for his creations, but his biggest success was as an entrepreneur. he set up a chain of boutiques, which soon expanded to other countries. ""he started his first company in 1921, which was called 'louboutin & co.' he began by making shoes for the french military and later, in 1933, he started a company called 'louboutin & co.' which produced shoes for the government. ""at the beginning of the 1930s, louboutin was a successful businessman in paris, but he was also a great lover of music. in 1932, he started his own label, 'les toiles,' which was based in paris. ""he began by producing shoes for the french military and later, in 1933, he started a company called 'louboutin & co.' which produced shoes for the government. ""in the 1920s, louboutin was already famous for his creations, but his biggest success was as an entrepreneur. he set up a chain of boutiques, which soon expanded to other countries. ""he started his first company in 1921, which was called 'louboutin & co.' he began by making shoes for the french military and later, in 1933, he started a company called 'louboutin & co.' which produced shoes for the government. ""at the beginning of the 1930s, louboutin was a successful businessman in paris, but he was also a great lover of music. in 1932, he started his own label, 'les toiles,' which was based in paris. ""he began by producing shoes for the french military and later, in 1933, he started a company called 'louboutin & co.' which produced shoes for the government. ""at the beginning of the 1930s, louboutin was a successful businessman in paris, but he was also a great lover of music. in 1932, he started his own label, 'les toiles,' which was based in paris. ""he began by producing shoes for the french military and later, in 1933, he started a company called 'louboutin & co.' which produced shoes for the government. ""in the 1920s, louboutin was already famous for his creations, but his biggest success was as an entrepreneur",gpt2
18,"12 famous buildings in india: from ancient wonders to modern marvels, here are some of the most famous buildings in india. 1. the taj mahal the taj mahal is one of the most iconic and famous indian buildings. it is one of the most famous hindu temples, and it is the second largest in the world. it is also one of the most ancient indian temples, dating back to the 2nd century bc. 2. the ganges the ganges river is one of the most important rivers in india. it is the largest river in the world, and it is the largest river in the country. it flows through india, pakistan, and bangladesh, and it is a natural waterway. 3. the taj mahal the taj mahal is one of the most famous buildings in india, and it is also one of the most famous hindu temples. it is one of the most ancient hindu temples in the world. it was constructed in 1658 by shah jahan, the last shah of shah jahan. the taj mahal was built to celebrate the birth of the mahatma gandhi. 4. the taj mahal is a unesco world heritage site the taj mahal is a unesco world heritage site, and it is also a national historic landmark. the taj mahal is one of the most famous buildings in the world, and it is also one of the most famous hindu temples in india. the taj mahal is also one of the most famous hindu temples in india. the taj mahal was built to celebrate the birth of the mahatma gandhi. 5. the taj mahal is a national historic landmark the taj mahal is a national historic landmark, and it is also a national historic landmark. the taj mahal is one of the most famous buildings in india, and it is also one of the most famous hindu temples in india. the taj mahal is also one of the most famous hindu temples in india. the taj mahal was built to celebrate the birth of the mahatma gandhi. 6. the taj mahal is the tallest building in india the taj mahal is the tallest building in india. it is also one of the most famous hindu temples in india. it is also one of the most famous hindu temples in india. the taj mahal is also one of the most famous hindu temples in india. the taj mahal is one of the most famous buildings in",gpt2
19,"coronavirus: which countries have travel bans? the world health organization says that there is no safe level of travel to the west african nations of guinea, liberia and sierra leone. it says that the number of cases and deaths has reached an ""unprecedented"" level. image copyright reuters image caption the who says it has reached an ""unprecedented"" level of cases and deaths it says that the virus is spreading rapidly across the region, with more than 1,500 cases and 5,000 deaths reported so far. who says that the current outbreak is the worst it has seen since the outbreak of ebola in 2014. it says that more than half of the cases are in the three countries, where there is no vaccine or treatment for the virus. the who says that the virus is spreading in the region through contact with the bodily fluids of people who have not been treated for ebola. who spokesman gregory hartl says that the virus can be spread through contact with the blood and secretions of infected people. ""this is a very serious threat to public health, to health care workers, to health visitors and to the general public,"" he told the bbc. image copyright ap image caption the who says that the number of cases and deaths has reached an ""unprecedented"" level he says that the who is working closely with the united nations and other international organisations to make sure that the affected countries have the necessary resources to fight the outbreak. what is the virus? the ebola virus is a virus that causes the illness that kills up to 90% of those infected. it is spread through direct contact with the bodily fluids of an infected person. the virus is spread through direct contact with the bodily fluids of an infected person. the virus is spread through direct contact with the bodily fluids of an infected person. the virus is spread through direct contact with the bodily fluids of an infected person. the virus is spread through direct contact with the bodily fluids of an infected person. it can also be spread through touching contaminated surfaces. ebola can also be spread through the air, in open spaces and in contact with animals. it is not known how the virus is transmitted. ebola: what is the west africa outbreak? who is affected? there are currently about 9,000 confirmed cases of ebola in west africa, with more than 3,000",gpt2
